Coop,Society,Producer,ProducerID,Field ID,Field,FIELD Size,DOBProducer,FarmerGender,NationalId,PurchasingClerkCard,PhoneNumber,Hhsize,NumberChildren,HHAssessed
Ayekoo,Eastwood Society,Omar Smith,AYK-0096,AYK-0096-F1,Field 1,3.17,1971,Male,NID-880308866-3,,+1183873136,9,2,
Ayekoo,Eastwood Society,Omar Smith,AYK-0096,AYK-0096-F2,Field 2,0.88,1971,Male,,,,,,
Ayekoo,Eastwood Society,Omar Nguyen,AYK-0097,AYK-0097-F1,Field 1,1.49,1967,Male,NID-441353270-6,,,6,5,
Ayekoo,Eastwood Society,Omar Nguyen,AYK-0097,AYK-0097-F2,Field 2,2.67,1967,Male,,,,,,
Ayekoo,Meadowbrook Society,Daniel Fischer,AYK-0098,AYK-0098-F1,Field 1,1.17,1999,Male,NID-906414021-6,,+1713086075,6,3,Yes
Ayekoo,Meadowbrook Society,Daniel Fischer,AYK-0098,AYK-0098-F2,Field 2,0.98,1999,Male,,,,,,
Ayekoo,Highgate Society,Anna Reyes,AYK-0099,AYK-0099-F1,Field 1,0.96,1998,Female,,,,5,4,
Ayekoo,Meadowbrook Society,Liam Larsen,AYK-0100,AYK-0100-F1,Field 1,4.10,1960,Male,NID-464251291-2,,+1201692307,5,0,
Ayekoo,Meadowbrook Society,Liam Larsen,AYK-0100,AYK-0100-F2,Field 2,0.83,1960,Male,,,,,,
Ayekoo,Eastwood Society,Daniel Garcia,AYK-0101,AYK-0101-F1,Field 1,0.62,1976,Male,,,+1812267518,9,5,Yes
Ayekoo,Eastwood Society,Daniel Garcia,AYK-0101,AYK-0101-F2,Field 2,3.10,1976,Male,,,,,,
Ayekoo,Eastwood Society,Lucas Silva,AYK-0102,AYK-0102-F1,Field 1,4.97,1971,Male,NID-391627502-6,,+1924755789,5,4,Yes
Ayekoo,Eastwood Society,Lucas Silva,AYK-0102,AYK-0102-F2,Field 2,4.82,1971,Male,,,,,,
Ayekoo,Highgate Society,David Reyes,AYK-0103,AYK-0103-F1,Field 1,4.35,1971,Male,NID-973019193-1,,+1753949526,2,2,
Ayekoo,Meadowbrook Society,James Haddad,AYK-0104,AYK-0104-F1,Field 1,3.76,1986,Male,,,,2,3,
Ayekoo,Palmgrove Society,Lucas Costa,AYK-0105,AYK-0105-F1,Field 1,2.52,1993,Male,NID-916123278-2,,+1259360798,9,3,
Ayekoo,Palmgrove Society,Omar Kim,AYK-0106,AYK-0106-F1,Field 1,0.88,1991,Male,NID-929991386-0,,,5,6,Yes
Ayekoo,Clearwater Society,Elena Khan,AYK-0107,AYK-0107-F1,Field 1,2.88,1967,Female,NID-597895256-4,,+1950574675,8,6,
Ayekoo,Clearwater Society,Elena Khan,AYK-0107,AYK-0107-F2,Field 2,3.37,1967,Female,,,,,,
Ayekoo,Clearwater Society,Mei Wang,AYK-0108,AYK-0108-F1,Field 1,3.95,1960,Female,,,+1205305293,7,5,Yes
Ayekoo,Clearwater Society,Mei Wang,AYK-0108,AYK-0108-F2,Field 2,0.79,1960,Female,,,,,,
Ayekoo,Meadowbrook Society,James Andersson,AYK-0109,AYK-0109-F1,Field 1,4.08,1985,Male,,,+1500511517,2,2,
Ayekoo,Clearwater Society,Mateo Rossi,AYK-0110,AYK-0110-F1,Field 1,4.54,1961,Male,,,,6,0,No
Ayekoo,Clearwater Society,Mateo Rossi,AYK-0110,AYK-0110-F2,Field 2,2.96,1961,Male,,,,,,
Ayekoo,Clearwater Society,Lucia Muller,AYK-0111,AYK-0111-F1,Field 1,1.63,1975,Female,,,,1,3,Yes
Ayekoo,Clearwater Society,Lucia Muller,AYK-0111,AYK-0111-F2,Field 2,1.41,1975,Female,,,,,,
Nhyira,Oakridge Society,James Nguyen,NHY-0001,NHY-0001-F1,Field 1,0.62,1997,Male,,,+1100645069,7,5,
Nhyira,Oakridge Society,Sofia Patel,NHY-0002,NHY-0002-F1,Field 1,2.76,1962,Female,NID-827246898-6,,+1741901990,4,1,No
Nhyira,Oakridge Society,Arjun Garcia,NHY-0003,NHY-0003-F1,Field 1,4.32,1965,Male,,,+1324907808,7,3,
Nhyira,Fairview Society,Daniel Novak,NHY-0004,NHY-0004-F1,Field 1,1.32,1995,Male,,,+1856325743,10,5,Yes
Nhyira,Greenvale Society,Arjun Wang,NHY-0005,NHY-0005-F1,Field 1,4.28,1969,Male,,,,10,5,
Nhyira,Greenvale Society,Arjun Wang,NHY-0005,NHY-0005-F2,Field 2,1.72,1969,Male,,,,,,
Nhyira,Greenvale Society,Lucas Haddad,NHY-0006,NHY-0006-F1,Field 1,3.74,1973,Male,,,+1465606887,6,6,Yes
Nhyira,Silverstone Society,Mateo Andersson,NHY-0007,NHY-0007-F1,Field 1,0.66,1967,Male,NID-845401748-7,,+1729621263,2,3,
Nhyira,Silverstone Society,Mateo Andersson,NHY-0007,NHY-0007-F2,Field 2,2.17,1967,Male,,,,,,
Nhyira,Silverstone Society,Priya Silva,NHY-0008,NHY-0008-F1,Field 1,1.76,2000,Female,NID-081716616-7,,+1292723986,10,2,No
Nhyira,Fairview Society,Lucas Ivanov,NHY-0009,NHY-0009-F1,Field 1,2.48,1977,Male,,,,3,2,
Nhyira,Fairview Society,Lucas Ivanov,NHY-0009,NHY-0009-F2,Field 2,0.97,1977,Male,,,,,,
Nhyira,Goldfield Society,Mateo Ivanov,NHY-0010,NHY-0010-F1,Field 1,1.80,1974,Male,NID-347028309-7,,+1047388954,3,1,No
Nhyira,Goldfield Society,Mateo Ivanov,NHY-0010,NHY-0010-F2,Field 2,2.53,1974,Male,,,,,,
Nhyira,Greenvale Society,Arjun Muller,NHY-0011,NHY-0011-F1,Field 1,4.65,1992,Male,NID-596001716-9,,,2,6,
Nhyira,Greenvale Society,Arjun Muller,NHY-0011,NHY-0011-F2,Field 2,0.85,1992,Male,,,,,,
Nhyira,Greenvale Society,James Fischer,NHY-0012,NHY-0012-F1,Field 1,3.87,1989,Male,NID-206481861-0,,+1210632697,7,1,
Nhyira,Greenvale Society,Mei Andersson,NHY-0013,NHY-0013-F1,Field 1,0.83,1968,Female,NID-357642380-1,,+1462208484,10,6,
Nhyira,Greenvale Society,Mei Andersson,NHY-0013,NHY-0013-F2,Field 2,0.69,1968,Female,,,,,,
Nhyira,Silverstone Society,David Costa,NHY-0014,NHY-0014-F1,Field 1,0.72,1988,Male,,,,4,0,Yes
Nhyira,Goldfield Society,Mateo Smith,NHY-0015,NHY-0015-F1,Field 1,0.88,1994,Male,,,+1866706741,3,0,
Nhyira,Greenvale Society,Arjun Garcia,NHY-0016,NHY-0016-F1,Field 1,4.63,1974,Male,NID-680091842-0,,+1591679709,4,5,Yes
Nhyira,Fairview Society,Fatima Costa,NHY-0017,NHY-0017-F1,Field 1,3.38,1966,Female,,,+1135501105,5,3,No
Nhyira,Silverstone Society,Noah Smith,NHY-0018,NHY-0018-F1,Field 1,1.92,1996,Male,NID-934388598-5,,+1358966961,7,4,Yes
Nhyira,Silverstone Society,Noah Smith,NHY-0018,NHY-0018-F2,Field 2,1.16,1996,Male,,,,,,
Nhyira,Goldfield Society,Maria Ivanov,NHY-0019,NHY-0019-F1,Field 1,4.66,1983,Female,,,+1145509156,6,1,
Nhyira,Goldfield Society,Maria Ivanov,NHY-0019,NHY-0019-F2,Field 2,4.44,1983,Female,,,,,,
Nhyira,Fairview Society,Omar Silva,NHY-0020,NHY-0020-F1,Field 1,4.54,1980,Male,,,+1048726934,10,3,
Nhyira,Fairview Society,David Ivanov,NHY-0021,NHY-0021-F1,Field 1,3.55,1997,Male,,,,9,5,Yes
Nhyira,Greenvale Society,Mateo Smith,NHY-0022,NHY-0022-F1,Field 1,2.35,1994,Male,NID-529361621-4,,+1961318604,10,0,Yes
Nhyira,Silverstone Society,Priya Andersson,NHY-0023,NHY-0023-F1,Field 1,3.20,1992,Female,,,,8,0,No
Nhyira,Goldfield Society,Omar Garcia,NHY-0024,NHY-0024-F1,Field 1,3.03,1988,Male,NID-963919720-5,,+1729814510,4,6,
Nhyira,Fairview Society,James Andersson,NHY-0025,NHY-0025-F1,Field 1,2.16,1985,Male,NID-108905048-9,,,9,5,Yes
Nhyira,Fairview Society,James Andersson,NHY-0025,NHY-0025-F2,Field 2,3.14,1985,Male,,,,,,
Nhyira,Goldfield Society,Lucia Andersson,NHY-0026,NHY-0026-F1,Field 1,3.41,1983,Female,,,+1100625795,4,6,No
Nhyira,Goldfield Society,Lucia Andersson,NHY-0026,NHY-0026-F2,Field 2,1.26,1983,Female,,,,,,
Nhyira,Silverstone Society,Liam Kim,NHY-0027,NHY-0027-F1,Field 1,4.40,1987,Male,NID-586428095-0,,+1595234169,1,2,
Nhyira,Silverstone Society,Liam Kim,NHY-0027,NHY-0027-F2,Field 2,3.72,1987,Male,,,,,,
Nhyira,Goldfield Society,Lucia Novak,NHY-0028,NHY-0028-F1,Field 1,4.10,1961,Female,NID-246137087-8,,+1045482676,7,3,Yes
Nhyira,Goldfield Society,Lucia Novak,NHY-0028,NHY-0028-F2,Field 2,2.63,1961,Female,,,,,,
Nhyira,Silverstone Society,Fatima Silva,NHY-0029,NHY-0029-F1,Field 1,2.84,1983,Female,,,+1272781585,10,3,Yes
Nhyira,Silverstone Society,Fatima Silva,NHY-0029,NHY-0029-F2,Field 2,0.59,1983,Female,,,,,,
Nhyira,Greenvale Society,Arjun Andersson,NHY-0030,NHY-0030-F1,Field 1,3.14,2000,Male,,,+1258820430,9,6,Yes
Nhyira,Fairview Society,James Novak,NHY-0031,NHY-0031-F1,Field 1,4.90,1994,Male,NID-031433114-5,,+1744845675,3,3,Yes
Nhyira,Goldfield Society,Chen Costa,NHY-0032,NHY-0032-F1,Field 1,1.34,1972,Male,,,+1339094374,8,3,Yes
Nhyira,Goldfield Society,Chen Costa,NHY-0032,NHY-0032-F2,Field 2,3.17,1972,Male,,,,,,
Nhyira,Greenvale Society,Daniel Patel,NHY-0033,NHY-0033-F1,Field 1,1.71,1985,Male,,,+1206181463,3,1,No
Nhyira,Greenvale Society,Daniel Patel,NHY-0033,NHY-0033-F2,Field 2,0.95,1985,Male,,,,,,
Nhyira,Oakridge Society,Liam Wang,NHY-0034,NHY-0034-F1,Field 1,3.54,1991,Male,,,+1888176686,3,5,
Nhyira,Silverstone Society,Liam Haddad,NHY-0035,NHY-0035-F1,Field 1,3.70,1980,Male,NID-369600606-1,,,1,6,Yes
Nhyira,Goldfield Society,Priya Smith,NHY-0036,NHY-0036-F1,Field 1,4.57,1996,Female,NID-765138274-1,,+1135347955,7,3,Yes
Nhyira,Fairview Society,David Garcia,NHY-0037,NHY-0037-F1,Field 1,1.96,1969,Male,,,,7,1,
Nhyira,Silverstone Society,Aisha Santos,NHY-0038,NHY-0038-F1,Field 1,3.87,1970,Female,NID-745876125-8,,+1660495052,2,4,
Nhyira,Silverstone Society,Aisha Santos,NHY-0038,NHY-0038-F2,Field 2,1.28,1970,Female,,,,,,
Nhyira,Silverstone Society,Liam Kim,NHY-0039,NHY-0039-F1,Field 1,2.38,1968,Male,NID-909981837-8,,+1594174013,2,4,No
Nhyira,Goldfield Society,James Ivanov,NHY-0040,NHY-0040-F1,Field 1,0.62,1976,Male,NID-756362135-7,,+1189056142,2,1,Yes
Nhyira,Fairview Society,Mateo Nguyen,NHY-0041,NHY-0041-F1,Field 1,2.81,1990,Male,NID-337414382-6,,+1010332801,3,1,Yes
Nhyira,Fairview Society,Mateo Nguyen,NHY-0041,NHY-0041-F2,Field 2,3.21,1990,Male,,,,,,
Nhyira,Silverstone Society,James Nguyen,NHY-0042,NHY-0042-F1,Field 1,4.27,1975,Male,,,+1406974310,5,1,
Nhyira,Fairview Society,Sofia Rossi,NHY-0043,NHY-0043-F1,Field 1,3.32,1975,Female,NID-454072910-6,,+1463451144,4,4,
Nhyira,Greenvale Society,Chen Novak,NHY-0044,NHY-0044-F1,Field 1,1.23,1989,Male,NID-305226551-8,,+1141728008,3,6,Yes
Nhyira,Greenvale Society,Chen Novak,NHY-0044,NHY-0044-F2,Field 2,1.53,1989,Male,,,,,,
Nhyira,Fairview Society,Mateo Larsen,NHY-0045,NHY-0045-F1,Field 1,2.93,1988,Male,NID-569197674-1,,+1402366132,8,1,
Nhyira,Greenvale Society,Mateo Patel,NHY-0046,NHY-0046-F1,Field 1,1.64,1992,Male,NID-250391795-5,,,4,1,Yes
Nhyira,Silverstone Society,Mateo Kim,NHY-0047,NHY-0047-F1,Field 1,1.42,1977,Male,NID-782478689-2,,+1341989583,9,5,
Nhyira,Fairview Society,Omar Khan,NHY-0048,NHY-0048-F1,Field 1,3.02,1964,Male,NID-203626078-3,,+1138174813,2,5,
Nhyira,Oakridge Society,Noah Santos,NHY-0049,NHY-0049-F1,Field 1,4.31,1980,Male,,,+1676508936,8,4,No
Nhyira,Oakridge Society,Noah Santos,NHY-0049,NHY-0049-F2,Field 2,2.22,1980,Male,,,,,,
Nhyira,Goldfield Society,David Kim,NHY-0050,NHY-0050-F1,Field 1,4.10,1968,Male,,,+1964789456,5,3,Yes
Nhyira,Silverstone Society,David Wang,NHY-0051,NHY-0051-F1,Field 1,1.19,1984,Male,NID-370578218-2,,+1879998442,3,0,
Nhyira,Silverstone Society,David Wang,NHY-0051,NHY-0051-F2,Field 2,0.74,1984,Male,,,,,,
Nhyira,Fairview Society,Elena Patel,NHY-0052,NHY-0052-F1,Field 1,3.09,1974,Female,NID-431872774-8,,+1062568820,7,3,Yes
Nhyira,Goldfield Society,James Costa,NHY-0053,NHY-0053-F1,Field 1,4.21,1997,Male,,,+1239494806,9,0,Yes
Nhyira,Fairview Society,Sarah Dubois,NHY-0054,NHY-0054-F1,Field 1,2.09,1980,Female,,,,10,1,
Nhyira,Silverstone Society,Liam Larsen,NHY-0055,NHY-0055-F1,Field 1,0.61,1975,Male,NID-022376901-2,,+1696382308,7,3,
Nhyira,Silverstone Society,Omar Kim,NHY-0056,NHY-0056-F1,Field 1,3.00,1989,Male,NID-515137009-3,,+1053719841,4,6,
Nhyira,Greenvale Society,Omar Garcia,NHY-0057,NHY-0057-F1,Field 1,0.65,1963,Male,,,,7,4,
Nhyira,Goldfield Society,Arjun Nguyen,NHY-0058,NHY-0058-F1,Field 1,1.52,1979,Male,,,+1599386306,3,6,No
Nhyira,Silverstone Society,Sofia Silva,NHY-0059,NHY-0059-F1,Field 1,1.17,1968,Female,NID-745430200-6,,+1800009429,3,3,Yes
Nhyira,Goldfield Society,Daniel Kim,NHY-0060,NHY-0060-F1,Field 1,2.26,1962,Male,,,,1,0,Yes
Nhyira,Silverstone Society,Lucas Silva,NHY-0061,NHY-0061-F1,Field 1,2.18,1965,Male,NID-905963290-0,,+1628343069,10,1,No
Nhyira,Silverstone Society,Sofia Muller,NHY-0062,NHY-0062-F1,Field 1,3.34,1996,Female,,,+1089707080,2,5,Yes
Nhyira,Silverstone Society,Sofia Muller,NHY-0062,NHY-0062-F2,Field 2,4.20,1996,Female,,,,,,
Nhyira,Silverstone Society,Mateo Haddad,NHY-0063,NHY-0063-F1,Field 1,4.63,1960,Male,,,+1735734349,4,6,
Nhyira,Silverstone Society,Mateo Haddad,NHY-0063,NHY-0063-F2,Field 2,3.29,1960,Male,,,,,,
Nhyira,Oakridge Society,Daniel Garcia,NHY-0064,NHY-0064-F1,Field 1,3.25,1988,Male,NID-521101900-0,,+1045816578,6,5,
Nhyira,Goldfield Society,Arjun Santos,NHY-0065,NHY-0065-F1,Field 1,0.55,1974,Male,,,+1173639348,8,2,
Nhyira,Goldfield Society,Arjun Santos,NHY-0065,NHY-0065-F2,Field 2,1.29,1974,Male,,,,,,
Nhyira,Fairview Society,Mateo Novak,NHY-0066,NHY-0066-F1,Field 1,2.12,1998,Male,NID-090840488-5,,+1005099571,7,3,
Nhyira,Fairview Society,Lucas Fischer,NHY-0067,NHY-0067-F1,Field 1,4.18,1990,Male,NID-288075382-9,,,1,2,Yes
Nhyira,Greenvale Society,Lucas Larsen,NHY-0068,NHY-0068-F1,Field 1,4.48,1995,Male,,,+1413782136,6,0,
Nhyira,Greenvale Society,Lucas Larsen,NHY-0068,NHY-0068-F2,Field 2,1.48,1995,Male,,,,,,
Nhyira,Fairview Society,Lucas Fischer,NHY-0069,NHY-0069-F1,Field 1,4.61,1977,Male,NID-631615844-5,,+1148757309,6,5,Yes
Nhyira,Oakridge Society,Liam Kim,NHY-0070,NHY-0070-F1,Field 1,0.83,1989,Male,NID-911376424-6,,+1109995301,9,1,
Nhyira,Silverstone Society,Maria Santos,NHY-0071,NHY-0071-F1,Field 1,4.66,1985,Female,NID-081144639-0,,+1439460417,9,6,Yes
Nhyira,Oakridge Society,Mateo Costa,NHY-0072,NHY-0072-F1,Field 1,3.60,1960,Male,,,+1196353929,2,6,Yes
Nhyira,Oakridge Society,Mateo Costa,NHY-0072,NHY-0072-F2,Field 2,3.70,1960,Male,,,,,,
Nhyira,Oakridge Society,Chen Novak,NHY-0073,NHY-0073-F1,Field 1,2.53,1978,Male,NID-522102064-8,,+1924531804,1,0,
Nhyira,Oakridge Society,Chen Novak,NHY-0073,NHY-0073-F2,Field 2,0.60,1978,Male,,,,,,
Nhyira,Greenvale Society,Sarah Garcia,NHY-0074,NHY-0074-F1,Field 1,4.59,1976,Female,NID-500344187-1,,+1793812480,4,2,
Nhyira,Greenvale Society,James Garcia,NHY-0075,NHY-0075-F1,Field 1,3.00,1977,Male,NID-420006105-6,,+1431224592,6,2,Yes
Nhyira,Greenvale Society,James Garcia,NHY-0075,NHY-0075-F2,Field 2,4.34,1977,Male,,,,,,
Nhyira,Oakridge Society,Mateo Wang,NHY-0076,NHY-0076-F1,Field 1,2.03,1976,Male,NID-543581415-0,,+1325346069,10,2,
Nhyira,Greenvale Society,Mateo Dubois,NHY-0077,NHY-0077-F1,Field 1,4.17,1970,Male,NID-557249372-2,,,4,4,No
Nhyira,Greenvale Society,Mateo Dubois,NHY-0077,NHY-0077-F2,Field 2,1.13,1970,Male,,,,,,
Nhyira,Silverstone Society,Omar Muller,NHY-0078,NHY-0078-F1,Field 1,4.90,1994,Male,NID-249507939-7,,+1051155439,8,0,
Nhyira,Fairview Society,Omar Nguyen,NHY-0079,NHY-0079-F1,Field 1,1.96,1962,Male,,,+1075763628,5,1,Yes
Nhyira,Fairview Society,Omar Nguyen,NHY-0079,NHY-0079-F2,Field 2,4.83,1962,Male,,,,,,
Nhyira,Goldfield Society,Noah Novak,NHY-0080,NHY-0080-F1,Field 1,3.15,1981,Male,NID-668733911-5,,+1961945897,5,0,
Nhyira,Goldfield Society,Noah Novak,NHY-0080,NHY-0080-F2,Field 2,3.73,1981,Male,,,,,,
Nhyira,Greenvale Society,Mateo Patel,NHY-0081,NHY-0081-F1,Field 1,3.67,1980,Male,NID-974252178-5,,+1344521693,4,1,Yes
Nhyira,Greenvale Society,Daniel Wang,NHY-0082,NHY-0082-F1,Field 1,3.75,1990,Male,NID-082878377-7,,+1288952630,1,2,
Nhyira,Greenvale Society,Daniel Wang,NHY-0082,NHY-0082-F2,Field 2,3.40,1990,Male,,,,,,
Nhyira,Silverstone Society,Mei Patel,NHY-0083,NHY-0083-F1,Field 1,3.03,1968,Female,,,+1361375873,4,2,Yes
Nhyira,Greenvale Society,Aisha Nguyen,NHY-0084,NHY-0084-F1,Field 1,0.70,1973,Female,NID-462340043-0,,+1324847013,8,1,No
Nhyira,Greenvale Society,Aisha Nguyen,NHY-0084,NHY-0084-F2,Field 2,2.49,1973,Female,,,,,,
Nhyira,Silverstone Society,Sofia Muller,NHY-0085,NHY-0085-F1,Field 1,3.43,1970,Female,NID-908829723-3,,,10,3,Yes
Nhyira,Greenvale Society,Elena Novak,NHY-0086,NHY-0086-F1,Field 1,2.18,1998,Female,NID-036045460-7,,+1863017676,1,3,No
Nhyira,Goldfield Society,Liam Silva,NHY-0087,NHY-0087-F1,Field 1,0.79,1998,Male,,,+1221637392,9,1,Yes
Nhyira,Silverstone Society,Arjun Nguyen,NHY-0088,NHY-0088-F1,Field 1,4.61,1995,Male,,,+1873444020,7,0,Yes
Nhyira,Fairview Society,Omar Larsen,NHY-0089,NHY-0089-F1,Field 1,2.92,1982,Male,NID-387550438-3,,+1810352210,1,5,
Nhyira,Fairview Society,Omar Larsen,NHY-0089,NHY-0089-F2,Field 2,4.38,1982,Male,,,,,,
Nhyira,Oakridge Society,Aisha Muller,NHY-0090,NHY-0090-F1,Field 1,1.75,1972,Female,NID-343135094-7,,,9,4,
Nhyira,Greenvale Society,Lucia Reyes,NHY-0091,NHY-0091-F1,Field 1,2.07,1967,Female,NID-029036407-6,,,1,2,Yes
Nhyira,Greenvale Society,Lucia Reyes,NHY-0091,NHY-0091-F2,Field 2,4.23,1967,Female,,,,,,
Nhyira,Greenvale Society,Noah Reyes,NHY-0092,NHY-0092-F1,Field 1,2.34,1978,Male,NID-934684259-4,,+1907357468,4,5,No
Nhyira,Oakridge Society,Lucas Smith,NHY-0093,NHY-0093-F1,Field 1,4.52,1965,Male,,,+1962441335,7,6,
Nhyira,Oakridge Society,Chen Nguyen,NHY-0094,NHY-0094-F1,Field 1,3.45,1984,Male,,,+1061493916,10,5,Yes
Nhyira,Silverstone Society,Mei Fischer,NHY-0095,NHY-0095-F1,Field 1,1.76,1999,Female,NID-397403632-5,,+1607537856,5,2,Yes
Nhyira,Goldfield Society,Arjun Nguyen,NHY-0096,NHY-0096-F1,Field 1,1.27,1994,Male,,,+1426093058,1,3,No
Nhyira,Goldfield Society,Arjun Nguyen,NHY-0096,NHY-0096-F2,Field 2,4.24,1994,Male,,,,,,
Nhyira,Silverstone Society,Liam Andersson,NHY-0097,NHY-0097-F1,Field 1,4.86,1983,Male,NID-652458740-4,,+1467518453,5,2,
Nhyira,Silverstone Society,Liam Andersson,NHY-0097,NHY-0097-F2,Field 2,2.59,1983,Male,,,,,,
Nhyira,Goldfield Society,Mateo Costa,NHY-0098,NHY-0098-F1,Field 1,2.55,1969,Male,NID-626933380-1,,,5,3,Yes
Nhyira,Goldfield Society,Fatima Smith,NHY-0099,NHY-0099-F1,Field 1,1.94,1961,Female,NID-970283399-5,,,7,5,Yes
Nhyira,Goldfield Society,Fatima Smith,NHY-0099,NHY-0099-F2,Field 2,1.03,1961,Female,,,,,,
Nhyira,Silverstone Society,Daniel Rossi,NHY-0100,NHY-0100-F1,Field 1,1.49,1997,Male,NID-269618431-3,,+1180850691,10,2,
Nhyira,Silverstone Society,Daniel Rossi,NHY-0100,NHY-0100-F2,Field 2,0.84,1997,Male,,,,,,
Nhyira,Greenvale Society,Lucia Santos,NHY-0101,NHY-0101-F1,Field 1,1.25,1980,Female,,,+1181295009,7,0,
Nhyira,Goldfield Society,Chen Garcia,NHY-0102,NHY-0102-F1,Field 1,1.13,1960,Male,,,+1221738785,3,5,
Nhyira,Goldfield Society,Chen Garcia,NHY-0102,NHY-0102-F2,Field 2,3.00,1960,Male,,,,,,
Nhyira,Fairview Society,Sofia Dubois,NHY-0103,NHY-0103-F1,Field 1,1.23,1972,Female,,,+1659627183,8,6,
Nhyira,Fairview Society,Sofia Dubois,NHY-0103,NHY-0103-F2,Field 2,3.24,1972,Female,,,,,,
Nhyira,Goldfield Society,Liam Khan,NHY-0104,NHY-0104-F1,Field 1,4.36,1991,Male,NID-032579529-0,,,5,3,
Nhyira,Goldfield Society,Liam Khan,NHY-0104,NHY-0104-F2,Field 2,4.17,1991,Male,,,,,,
Nhyira,Greenvale Society,Lucas Rossi,NHY-0105,NHY-0105-F1,Field 1,4.78,1966,Male,NID-989610107-5,,,10,2,Yes
Nhyira,Greenvale Society,Lucas Rossi,NHY-0105,NHY-0105-F2,Field 2,1.97,1966,Male,,,,,,
Nhyira,Goldfield Society,Arjun Andersson,NHY-0106,NHY-0106-F1,Field 1,4.98,1961,Male,NID-602059084-3,,+1520569906,3,0,No
Nhyira,Fairview Society,Arjun Nguyen,NHY-0107,NHY-0107-F1,Field 1,1.33,1970,Male,,,+1731763974,7,5,Yes
Nhyira,Fairview Society,Arjun Nguyen,NHY-0107,NHY-0107-F2,Field 2,2.55,1970,Male,,,,,,
Nhyira,Goldfield Society,James Dubois,NHY-0108,NHY-0108-F1,Field 1,4.14,1984,Male,NID-740327863-4,,,5,5,Yes
Nhyira,Goldfield Society,James Dubois,NHY-0108,NHY-0108-F2,Field 2,0.73,1984,Male,,,,,,
Nhyira,Greenvale Society,Sarah Reyes,NHY-0109,NHY-0109-F1,Field 1,0.51,1999,Female,NID-171416846-0,,+1429278854,9,3,Yes
Nhyira,Greenvale Society,Sarah Reyes,NHY-0109,NHY-0109-F2,Field 2,0.65,1999,Female,,,,,,
Nhyira,Greenvale Society,Lucas Dubois,NHY-0110,NHY-0110-F1,Field 1,1.10,1981,Male,NID-731076077-0,,+1777674359,4,0,Yes
Nhyira,Silverstone Society,James Garcia,NHY-0111,NHY-0111-F1,Field 1,3.45,1997,Male,,,+1763663130,7,2,Yes
Nhyira,Silverstone Society,James Garcia,NHY-0111,NHY-0111-F2,Field 2,3.28,1997,Male,,,,,,
Nhyira,Goldfield Society,David Dubois,NHY-0112,NHY-0112-F1,Field 1,1.79,1972,Male,NID-096465150-8,,+1025392803,5,4,Yes
Nhyira,Oakridge Society,Mei Khan,NHY-0113,NHY-0113-F1,Field 1,2.20,1960,Female,NID-196506240-1,,+1296059354,6,5,
Nhyira,Fairview Society,Daniel Garcia,NHY-0114,NHY-0114-F1,Field 1,1.03,1971,Male,,,,10,4,
Nhyira,Fairview Society,Daniel Garcia,NHY-0114,NHY-0114-F2,Field 2,2.97,1971,Male,,,,,,
